BenchmarkTest00001,sqli,true,89
BenchmarkTest00002,sqli,true,89
BenchmarkTest00003,sqli,true,89
BenchmarkTest00004,sqli,true,89
BenchmarkTest00005,sqli,true,89
BenchmarkTest00006,sqli,true,89
BenchmarkTest00007,sqli,true,89
BenchmarkTest00008,sqli,true,89
BenchmarkTest00009,sqli,true,89
BenchmarkTest00010,sqli,true,89
BenchmarkTest00011,sqli,false,89
BenchmarkTest00012,sqli,false,89
BenchmarkTest00013,sqli,false,89
BenchmarkTest00014,sqli,false,89
BenchmarkTest00015,sqli,false,89
BenchmarkTest00016,sqli,false,89
BenchmarkTest00017,sqli,false,89
BenchmarkTest00018,sqli,false,89
BenchmarkTest00019,sqli,false,89
BenchmarkTest00020,sqli,false,89
BenchmarkTest00021,xss,true,79
BenchmarkTest00022,xss,true,79
BenchmarkTest00023,xss,true,79
BenchmarkTest00024,xss,true,79
BenchmarkTest00025,xss,true,79
BenchmarkTest00026,xss,true,79
BenchmarkTest00027,xss,true,79
BenchmarkTest00028,xss,true,79
BenchmarkTest00029,xss,true,79
BenchmarkTest00030,xss,true,79
BenchmarkTest00031,xss,false,79
BenchmarkTest00032,xss,false,79
BenchmarkTest00033,xss,false,79
BenchmarkTest00034,xss,false,79
BenchmarkTest00035,xss,false,79
BenchmarkTest00036,xss,false,79
BenchmarkTest00037,xss,false,79
BenchmarkTest00038,xss,false,79
BenchmarkTest00039,xss,false,79
BenchmarkTest00040,xss,false,79
BenchmarkTest00041,cmdi,true,78
BenchmarkTest00042,cmdi,true,78
BenchmarkTest00043,cmdi,true,78
BenchmarkTest00044,cmdi,true,78
BenchmarkTest00045,cmdi,true,78
BenchmarkTest00046,cmdi,true,78
BenchmarkTest00047,cmdi,true,78
BenchmarkTest00048,cmdi,true,78
BenchmarkTest00049,cmdi,true,78
BenchmarkTest00050,cmdi,true,78
BenchmarkTest00051,cmdi,false,78
BenchmarkTest00052,cmdi,false,78
BenchmarkTest00053,cmdi,false,78
BenchmarkTest00054,cmdi,false,78
BenchmarkTest00055,cmdi,false,78
BenchmarkTest00056,cmdi,false,78
BenchmarkTest00057,cmdi,false,78
BenchmarkTest00058,cmdi,false,78
BenchmarkTest00059,cmdi,false,78
BenchmarkTest00060,cmdi,false,78
BenchmarkTest00061,pathtraver,true,22
BenchmarkTest00062,pathtraver,true,22
BenchmarkTest00063,pathtraver,true,22
BenchmarkTest00064,pathtraver,true,22
BenchmarkTest00065,pathtraver,true,22
BenchmarkTest00066,pathtraver,true,22
BenchmarkTest00067,pathtraver,true,22
BenchmarkTest00068,pathtraver,true,22
BenchmarkTest00069,pathtraver,true,22
BenchmarkTest00070,pathtraver,true,22
BenchmarkTest00071,pathtraver,false,22
BenchmarkTest00072,pathtraver,false,22
BenchmarkTest00073,pathtraver,false,22
BenchmarkTest00074,pathtraver,false,22
BenchmarkTest00075,pathtraver,false,22
BenchmarkTest00076,pathtraver,false,22
BenchmarkTest00077,pathtraver,false,22
BenchmarkTest00078,pathtraver,false,22
BenchmarkTest00079,pathtraver,false,22
BenchmarkTest00080,pathtraver,false,22
BenchmarkTest00081,deser,true,502
BenchmarkTest00082,deser,true,502
BenchmarkTest00083,deser,true,502
BenchmarkTest00084,deser,true,502
BenchmarkTest00085,deser,true,502
BenchmarkTest00086,deser,true,502
BenchmarkTest00087,deser,true,502
BenchmarkTest00088,deser,true,502
BenchmarkTest00089,deser,true,502
BenchmarkTest00090,deser,true,502
BenchmarkTest00091,deser,false,502
BenchmarkTest00092,deser,false,502
BenchmarkTest00093,deser,false,502
BenchmarkTest00094,deser,false,502
BenchmarkTest00095,deser,false,502
BenchmarkTest00096,deser,false,502
BenchmarkTest00097,deser,false,502
BenchmarkTest00098,deser,false,502
BenchmarkTest00099,deser,false,502
BenchmarkTest00100,deser,false,502
BenchmarkTest00101,redirect,true,601
BenchmarkTest00102,redirect,true,601
BenchmarkTest00103,redirect,true,601
BenchmarkTest00104,redirect,true,601
BenchmarkTest00105,redirect,true,601
BenchmarkTest00106,redirect,true,601
BenchmarkTest00107,redirect,true,601
BenchmarkTest00108,redirect,true,601
BenchmarkTest00109,redirect,true,601
BenchmarkTest00110,redirect,true,601
BenchmarkTest00111,redirect,false,601
BenchmarkTest00112,redirect,false,601
BenchmarkTest00113,redirect,false,601
BenchmarkTest00114,redirect,false,601
BenchmarkTest00115,redirect,false,601
BenchmarkTest00116,redirect,false,601
BenchmarkTest00117,redirect,false,601
BenchmarkTest00118,redirect,false,601
BenchmarkTest00119,redirect,false,601
BenchmarkTest00120,redirect,false,601
