BenchmarkTest00001,sqli,true,89
BenchmarkTest00002,sqli,true,89
BenchmarkTest00003,sqli,true,89
BenchmarkTest00004,sqli,true,89
BenchmarkTest00005,sqli,true,89
BenchmarkTest00006,sqli,true,89
BenchmarkTest00007,sqli,true,89
BenchmarkTest00008,sqli,true,89
BenchmarkTest00009,sqli,true,89
BenchmarkTest00010,sqli,true,89
BenchmarkTest00011,sqli,false,89
BenchmarkTest00012,sqli,false,89
BenchmarkTest00013,sqli,false,89
BenchmarkTest00014,sqli,false,89
BenchmarkTest00015,sqli,false,89
BenchmarkTest00016,sqli,false,89
BenchmarkTest00017,sqli,false,89
BenchmarkTest00018,sqli,false,89
BenchmarkTest00019,sqli,false,89
BenchmarkTest00020,sqli,false,89
BenchmarkTest00021,xss,true,79
BenchmarkTest00022,xss,true,79
BenchmarkTest00023,xss,true,79
BenchmarkTest00024,xss,true,79
BenchmarkTest00025,xss,true,79
BenchmarkTest00026,xss,true,79
BenchmarkTest00027,xss,true,79
BenchmarkTest00028,xss,true,79
BenchmarkTest00029,xss,true,79
BenchmarkTest00030,xss,true,79
BenchmarkTest00031,xss,false,79
BenchmarkTest00032,xss,false,79
BenchmarkTest00033,xss,false,79
BenchmarkTest00034,xss,false,79
BenchmarkTest00035,xss,false,79
BenchmarkTest00036,xss,false,79
BenchmarkTest00037,xss,false,79
BenchmarkTest00038,xss,false,79
BenchmarkTest00039,xss,false,79
BenchmarkTest00040,xss,false,79
BenchmarkTest00041,cmdi,true,78
BenchmarkTest00042,cmdi,true,78
BenchmarkTest00043,cmdi,true,78
BenchmarkTest00044,cmdi,true,78
BenchmarkTest00045,cmdi,true,78
BenchmarkTest00046,cmdi,true,78
BenchmarkTest00047,cmdi,true,78
BenchmarkTest00048,cmdi,true,78
BenchmarkTest00049,cmdi,true,78
BenchmarkTest00050,cmdi,true,78
BenchmarkTest00051,cmdi,false,78
BenchmarkTest00052,cmdi,false,78
BenchmarkTest00053,cmdi,false,78
BenchmarkTest00054,cmdi,false,78
BenchmarkTest00055,cmdi,false,78
BenchmarkTest00056,cmdi,false,78
BenchmarkTest00057,cmdi,false,78
BenchmarkTest00058,cmdi,false,78
BenchmarkTest00059,cmdi,false,78
BenchmarkTest00060,cmdi,false,78
BenchmarkTest00061,pathtraver,true,22
BenchmarkTest00062,pathtraver,true,22
BenchmarkTest00063,pathtraver,true,22
BenchmarkTest00064,pathtraver,true,22
BenchmarkTest00065,pathtraver,true,22
BenchmarkTest00066,pathtraver,true,22
BenchmarkTest00067,pathtraver,true,22
BenchmarkTest00068,pathtraver,true,22
BenchmarkTest00069,pathtraver,true,22
BenchmarkTest00070,pathtraver,true,22
BenchmarkTest00071,pathtraver,false,22
BenchmarkTest00072,pathtraver,false,22
BenchmarkTest00073,pathtraver,false,22
BenchmarkTest00074,pathtraver,false,22
BenchmarkTest00075,pathtraver,false,22
BenchmarkTest00076,pathtraver,false,22
BenchmarkTest00077,pathtraver,false,22
BenchmarkTest00078,pathtraver,false,22
BenchmarkTest00079,pathtraver,false,22
BenchmarkTest00080,pathtraver,false,22
BenchmarkTest00081,ssrf,true,918
BenchmarkTest00082,ssrf,true,918
BenchmarkTest00083,ssrf,true,918
BenchmarkTest00084,ssrf,true,918
BenchmarkTest00085,ssrf,true,918
BenchmarkTest00086,ssrf,true,918
BenchmarkTest00087,ssrf,true,918
BenchmarkTest00088,ssrf,true,918
BenchmarkTest00089,ssrf,true,918
BenchmarkTest00090,ssrf,true,918
BenchmarkTest00091,ssrf,false,918
BenchmarkTest00092,ssrf,false,918
BenchmarkTest00093,ssrf,false,918
BenchmarkTest00094,ssrf,false,918
BenchmarkTest00095,ssrf,false,918
BenchmarkTest00096,ssrf,false,918
BenchmarkTest00097,ssrf,false,918
BenchmarkTest00098,ssrf,false,918
BenchmarkTest00099,ssrf,false,918
BenchmarkTest00100,ssrf,false,918
BenchmarkTest00101,deser,true,502
BenchmarkTest00102,deser,true,502
BenchmarkTest00103,deser,true,502
BenchmarkTest00104,deser,true,502
BenchmarkTest00105,deser,true,502
BenchmarkTest00106,deser,true,502
BenchmarkTest00107,deser,true,502
BenchmarkTest00108,deser,true,502
BenchmarkTest00109,deser,true,502
BenchmarkTest00110,deser,true,502
BenchmarkTest00111,deser,false,502
BenchmarkTest00112,deser,false,502
BenchmarkTest00113,deser,false,502
BenchmarkTest00114,deser,false,502
BenchmarkTest00115,deser,false,502
BenchmarkTest00116,deser,false,502
BenchmarkTest00117,deser,false,502
BenchmarkTest00118,deser,false,502
BenchmarkTest00119,deser,false,502
BenchmarkTest00120,deser,false,502
BenchmarkTest00121,ssti,true,1336
BenchmarkTest00122,ssti,true,1336
BenchmarkTest00123,ssti,true,1336
BenchmarkTest00124,ssti,true,1336
BenchmarkTest00125,ssti,true,1336
BenchmarkTest00126,ssti,true,1336
BenchmarkTest00127,ssti,true,1336
BenchmarkTest00128,ssti,true,1336
BenchmarkTest00129,ssti,true,1336
BenchmarkTest00130,ssti,true,1336
BenchmarkTest00131,ssti,false,1336
BenchmarkTest00132,ssti,false,1336
BenchmarkTest00133,ssti,false,1336
BenchmarkTest00134,ssti,false,1336
BenchmarkTest00135,ssti,false,1336
BenchmarkTest00136,ssti,false,1336
BenchmarkTest00137,ssti,false,1336
BenchmarkTest00138,ssti,false,1336
BenchmarkTest00139,ssti,false,1336
BenchmarkTest00140,ssti,false,1336
BenchmarkTest00141,redirect,true,601
BenchmarkTest00142,redirect,true,601
BenchmarkTest00143,redirect,true,601
BenchmarkTest00144,redirect,true,601
BenchmarkTest00145,redirect,true,601
BenchmarkTest00146,redirect,true,601
BenchmarkTest00147,redirect,true,601
BenchmarkTest00148,redirect,true,601
BenchmarkTest00149,redirect,true,601
BenchmarkTest00150,redirect,true,601
BenchmarkTest00151,redirect,false,601
BenchmarkTest00152,redirect,false,601
BenchmarkTest00153,redirect,false,601
BenchmarkTest00154,redirect,false,601
BenchmarkTest00155,redirect,false,601
BenchmarkTest00156,redirect,false,601
BenchmarkTest00157,redirect,false,601
BenchmarkTest00158,redirect,false,601
BenchmarkTest00159,redirect,false,601
BenchmarkTest00160,redirect,false,601
